NAME,INSTALLED,FIXED-IN,TYPE,VULNERABILITY,SEVERITY
glib2,2.56.4-9.el8,0:2.56.4-10.el8_4,rpm,CVE-2021-27219,High
glib2,2.56.4-9.el8,(won't fix),rpm,CVE-2024-34397,Medium
glib2,2.56.4-9.el8,0:2.56.4-159.el8,rpm,CVE-2022-32891,Medium
glib2,2.56.4-9.el8,0:2.56.4-159.el8,rpm,CVE-2022-32816,Medium
glib2,2.56.4-9.el8,0:2.56.4-159.el8,rpm,CVE-2022-32792,Medium
glib2,2.56.4-9.el8,0:2.56.4-156.el8,rpm,CVE-2021-3800,Medium
glib2,2.56.4-9.el8,0:2.56.4-10.el8_4.1,rpm,CVE-2021-27218,Medium
glib2,2.56.4-9.el8,Not Fixed,rpm,CVE-2023-32665,Low
glib2,2.56.4-9.el8,(won't fix),rpm,CVE-2023-32636,Low
glib2,2.56.4-9.el8,Not Fixed,rpm,CVE-2023-32611,Low
glib2,2.56.4-9.el8,Not Fixed,rpm,CVE-2023-29499,Low
glib2,2.56.4-9.el8,0:2.56.4-156.el8,rpm,CVE-2021-28153,Low
glibc,2.28-151.el8,(won't fix),rpm,CVE-2019-1010022,Critical
glibc,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33599,High
glibc,2.28-151.el8,0:2.28-251.el8_10.1,rpm,CVE-2024-2961,High
glibc,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4911,High
glibc,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33600,Medium
glibc,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4813,Medium
glibc,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4806,Medium
glibc,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4527,Medium
glibc,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23219,Medium
glibc,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23218,Medium
glibc,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2021-3999,Medium
glibc,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-35942,Medium
glibc,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33602,Low
glibc,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33601,Low
glibc,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-33574,Low
glibc,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-27645,Low
glibc-common,2.28-151.el8,(won't fix),rpm,CVE-2019-1010022,Critical
glibc-common,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33599,High
glibc-common,2.28-151.el8,0:2.28-251.el8_10.1,rpm,CVE-2024-2961,High
glibc-common,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4911,High
glibc-common,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33600,Medium
glibc-common,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4813,Medium
glibc-common,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4806,Medium
glibc-common,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4527,Medium
glibc-common,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23219,Medium
glibc-common,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23218,Medium
glibc-common,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2021-3999,Medium
glibc-common,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-35942,Medium
glibc-common,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33602,Low
glibc-common,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33601,Low
glibc-common,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-33574,Low
glibc-common,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-27645,Low
glibc-minimal-langpack,2.28-151.el8,(won't fix),rpm,CVE-2019-1010022,Critical
glibc-minimal-langpack,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33599,High
glibc-minimal-langpack,2.28-151.el8,0:2.28-251.el8_10.1,rpm,CVE-2024-2961,High
glibc-minimal-langpack,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4911,High
glibc-minimal-langpack,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33600,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4813,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4806,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-225.el8_8.6,rpm,CVE-2023-4527,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23219,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2022-23218,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8_5.3,rpm,CVE-2021-3999,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-35942,Medium
glibc-minimal-langpack,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33602,Low
glibc-minimal-langpack,2.28-151.el8,0:2.28-251.el8_10.2,rpm,CVE-2024-33601,Low
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-33574,Low
glibc-minimal-langpack,2.28-151.el8,0:2.28-164.el8,rpm,CVE-2021-27645,Low
gmp,1:6.1.2-10.el8,1:6.1.2-11.el8,rpm,CVE-2021-43618,Medium
gnupg2,2.2.20-2.el8,0:2.2.20-3.el8_6,rpm,CVE-2022-34903,Medium
gnupg2,2.2.20-2.el8,(won't fix),rpm,CVE-2022-3219,Low
gnutls,3.6.14-7.el8_3,0:3.6.14-8.el8_3,rpm,CVE-2021-20305,High
gnutls,3.6.14-7.el8_3,0:3.6.16-8.el8_9.3,rpm,CVE-2024-28834,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-8.el8_9.1,rpm,CVE-2024-0553,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-8.el8_9,rpm,CVE-2023-5981,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-6.el8_7,rpm,CVE-2023-0361,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-5.el8_6,rpm,CVE-2022-2509,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-4.el8,rpm,CVE-2021-3580,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-4.el8,rpm,CVE-2021-20232,Medium
gnutls,3.6.14-7.el8_3,0:3.6.16-4.el8,rpm,CVE-2021-20231,Medium
gnutls,3.6.14-7.el8_3,(won't fix),rpm,CVE-2021-4209,Low
gzip,1.9-12.el8,0:1.9-13.el8_5,rpm,CVE-2022-1271,High
json-c,0.13.1-0.4.el8,0:0.13.1-2.el8,rpm,CVE-2020-12762,Medium
kexec-tools,2.0.20-46.el8,0:2.0.20-57.el8,rpm,CVE-2021-20269,Low
krb5-libs,1.18.2-8.el8,0:1.18.2-25.el8_8,rpm,CVE-2022-42898,High
krb5-libs,1.18.2-8.el8,Not Fixed,rpm,CVE-2023-5455,Medium
krb5-libs,1.18.2-8.el8,0:1.18.2-8.3.el8_4,rpm,CVE-2021-37750,Medium
krb5-libs,1.18.2-8.el8,0:1.18.2-8.3.el8_4,rpm,CVE-2021-36222,Medium
krb5-libs,1.18.2-8.el8,Not Fixed,rpm,CVE-2020-17049,Medium
krb5-libs,1.18.2-8.el8,0:1.18.2-27.el8_10,rpm,CVE-2024-26461,Low
krb5-libs,1.18.2-8.el8,0:1.18.2-27.el8_10,rpm,CVE-2024-26458,Low
less,530-1.el8,Not Fixed,rpm,CVE-2024-32487,High
less,530-1.el8,0:530-2.el8_9,rpm,CVE-2022-48624,Medium
libarchive,3.3.3-1.el8,0:3.3.3-3.el8_5,rpm,CVE-2021-31566,Medium
libarchive,3.3.3-1.el8,0:3.3.3-3.el8_5,rpm,CVE-2021-23177,Medium
libarchive,3.3.3-1.el8,(won't fix),rpm,CVE-2020-21674,Medium
libarchive,3.3.3-1.el8,0:3.3.3-5.el8,rpm,CVE-2022-36227,Low
libarchive,3.3.3-1.el8,(won't fix),rpm,CVE-2018-1000880,Low
libarchive,3.3.3-1.el8,(won't fix),rpm,CVE-2018-1000879,Low
libcap,2.26-4.el8,0:2.48-5.el8_8,rpm,CVE-2023-2603,Medium
libcap,2.26-4.el8,0:2.48-5.el8_8,rpm,CVE-2023-2602,Low
libcom_err,1.45.6-1.el8,0:1.45.6-5.el8,rpm,CVE-2022-1304,Medium
libcurl-minimal,7.61.1-18.el8,Not Fixed,rpm,CVE-2024-2398,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-33.el8_9.5,rpm,CVE-2023-46218,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-30.el8_8.3,rpm,CVE-2023-28321,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-30.el8_8.3,rpm,CVE-2023-27536,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-30.el8_8.2,rpm,CVE-2023-27535,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-25.el8_7.3,rpm,CVE-2023-23916,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.4,rpm,CVE-2022-32208,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.4,rpm,CVE-2022-32206,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.3,rpm,CVE-2022-27782,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.3,rpm,CVE-2022-27776,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.3,rpm,CVE-2022-27774,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8_6.3,rpm,CVE-2022-22576,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-18.el8_4.2,rpm,CVE-2021-22947,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-18.el8_4.2,rpm,CVE-2021-22946,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-18.el8_4.1,rpm,CVE-2021-22924,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-18.el8_4.1,rpm,CVE-2021-22923,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-18.el8_4.1,rpm,CVE-2021-22922,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8,rpm,CVE-2021-22876,Medium
libcurl-minimal,7.61.1-18.el8,0:7.61.1-33.el8_9.5,rpm,CVE-2023-38546,Low
libcurl-minimal,7.61.1-18.el8,0:7.61.1-33.el8_9.5,rpm,CVE-2023-28322,Low
libcurl-minimal,7.61.1-18.el8,(won't fix),rpm,CVE-2023-27534,Low
libcurl-minimal,7.61.1-18.el8,0:7.61.1-30.el8,rpm,CVE-2022-43552,Low
libcurl-minimal,7.61.1-18.el8,0:7.61.1-30.el8,rpm,CVE-2022-35252,Low
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8,rpm,CVE-2021-22925,Low
libcurl-minimal,7.61.1-18.el8,0:7.61.1-22.el8,rpm,CVE-2021-22898,Low
libdnf,0.55.0-7.el8,0:0.63.0-3.el8,rpm,CVE-2021-3445,Medium
libgcc,8.4.1-1.el8,(won't fix),rpm,CVE-2021-42694,Medium
libgcc,8.4.1-1.el8,0:8.5.0-4.el8_5,rpm,CVE-2021-42574,Medium
libgcc,8.4.1-1.el8,0:8.5.0-3.el8,rpm,CVE-2018-20673,Medium
libgcc,8.4.1-1.el8,(won't fix),rpm,CVE-2022-27943,Low
libgcc,8.4.1-1.el8,(won't fix),rpm,CVE-2019-14250,Low
libgcc,8.4.1-1.el8,(won't fix),rpm,CVE-2018-20657,Low
libgcrypt,1.8.5-4.el8,Not Fixed,rpm,CVE-2024-2236,Medium
libgcrypt,1.8.5-4.el8,0:1.8.5-7.el8_6,rpm,CVE-2021-40528,Medium
libgcrypt,1.8.5-4.el8,0:1.8.5-6.el8,rpm,CVE-2021-33560,Medium
libgcrypt,1.8.5-4.el8,(won't fix),rpm,CVE-2019-12904,Medium
libksba,1.3.5-7.el8,0:1.3.5-9.el8_7,rpm,CVE-2022-47629,High
libksba,1.3.5-7.el8,0:1.3.5-8.el8_6,rpm,CVE-2022-3515,High
libnghttp2,1.33.0-3.el8_2.1,0:1.33.0-5.el8_8,rpm,CVE-2023-44487,High
libnghttp2,1.33.0-3.el8_2.1,Not Fixed,rpm,CVE-2024-28182,Medium
libsepol,2.9-2.el8,0:2.9-3.el8,rpm,CVE-2021-36087,Medium
libsepol,2.9-2.el8,0:2.9-3.el8,rpm,CVE-2021-36086,Medium
libsepol,2.9-2.el8,0:2.9-3.el8,rpm,CVE-2021-36085,Medium
libsepol,2.9-2.el8,0:2.9-3.el8,rpm,CVE-2021-36084,Medium
libsolv,0.7.16-2.el8,0:0.7.16-3.el8_4,rpm,CVE-2021-33938,Medium
libsolv,0.7.16-2.el8,0:0.7.16-3.el8_4,rpm,CVE-2021-33930,Medium
libsolv,0.7.16-2.el8,0:0.7.16-3.el8_4,rpm,CVE-2021-33929,Medium
libsolv,0.7.16-2.el8,0:0.7.16-3.el8_4,rpm,CVE-2021-33928,Medium
libsolv,0.7.16-2.el8,0:0.7.19-1.el8,rpm,CVE-2021-3200,Low
libstdc++,8.4.1-1.el8,(won't fix),rpm,CVE-2021-42694,Medium
libstdc++,8.4.1-1.el8,0:8.5.0-4.el8_5,rpm,CVE-2021-42574,Medium
libstdc++,8.4.1-1.el8,0:8.5.0-3.el8,rpm,CVE-2018-20673,Medium
libstdc++,8.4.1-1.el8,(won't fix),rpm,CVE-2022-27943,Low
libstdc++,8.4.1-1.el8,(won't fix),rpm,CVE-2019-14250,Low
libstdc++,8.4.1-1.el8,(won't fix),rpm,CVE-2018-20657,Low
libtasn1,4.13-3.el8,0:4.13-4.el8_7,rpm,CVE-2021-46848,Medium
libtasn1,4.13-3.el8,(won't fix),rpm,CVE-2018-1000654,Low
libtirpc,1.1.4-4.el8,0:1.1.4-6.el8,rpm,CVE-2021-46828,Medium
libxml2,2.9.7-9.el8,0:2.9.7-18.el8_10.1,rpm,CVE-2024-25062,Medium
libxml2,2.9.7-9.el8,0:2.9.7-18.el8_9,rpm,CVE-2023-39615,Medium
libxml2,2.9.7-9.el8,0:2.9.7-16.el8_8.1,rpm,CVE-2023-29469,Medium
libxml2,2.9.7-9.el8,0:2.9.7-16.el8_8.1,rpm,CVE-2023-28484,Medium
libxml2,2.9.7-9.el8,0:2.9.7-15.el8_7.1,rpm,CVE-2022-40304,Medium
libxml2,2.9.7-9.el8,0:2.9.7-15.el8_7.1,rpm,CVE-2022-40303,Medium
libxml2,2.9.7-9.el8,0:2.9.7-13.el8_6.1,rpm,CVE-2022-29824,Medium
libxml2,2.9.7-9.el8,0:2.9.7-12.el8_5,rpm,CVE-2022-23308,Medium
libxml2,2.9.7-9.el8,0:2.9.7-9.el8_4.2,rpm,CVE-2021-3541,Medium
libxml2,2.9.7-9.el8,0:2.9.7-9.el8_4.2,rpm,CVE-2021-3537,Medium
libxml2,2.9.7-9.el8,0:2.9.7-9.el8_4.2,rpm,CVE-2021-3518,Medium
libxml2,2.9.7-9.el8,0:2.9.7-9.el8_4.2,rpm,CVE-2021-3517,Medium
libxml2,2.9.7-9.el8,0:2.9.7-9.el8_4.2,rpm,CVE-2021-3516,Medium
libxml2,2.9.7-9.el8,0:2.9.7-15.el8,rpm,CVE-2016-3709,Medium
libxml2,2.9.7-9.el8,Not Fixed,rpm,CVE-2024-34459,Low
libxml2,2.9.7-9.el8,(won't fix),rpm,CVE-2023-45322,Low
libzstd,1.4.4-1.el8,(won't fix),rpm,CVE-2022-4899,Low
libzstd,1.4.4-1.el8,(won't fix),rpm,CVE-2021-24032,Low
lua-libs,5.3.4-11.el8,0:5.3.4-12.el8,rpm,CVE-2020-24370,Low
lz4-libs,1.8.3-2.el8,0:1.8.3-3.el8_4,rpm,CVE-2021-3520,Medium
lz4-libs,1.8.3-2.el8,(won't fix),rpm,CVE-2019-17543,Medium
ncurses-base,6.1-7.20180224.el8,0:6.1-9.20180224.el8_8.1,rpm,CVE-2023-29491,Medium
ncurses-base,6.1-7.20180224.el8,0:6.1-9.20180224.el8,rpm,CVE-2019-17595,Medium
ncurses-base,6.1-7.20180224.el8,0:6.1-9.20180224.el8,rpm,CVE-2019-17594,Medium
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2023-50495,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2021-39537,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19190,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19189,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19188,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19187,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19186,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19185,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2018-19217,Low
ncurses-base,6.1-7.20180224.el8,(won't fix),rpm,CVE-2018-19211,Low
ncurses-libs,6.1-7.20180224.el8,0:6.1-9.20180224.el8_8.1,rpm,CVE-2023-29491,Medium
ncurses-libs,6.1-7.20180224.el8,0:6.1-9.20180224.el8,rpm,CVE-2019-17595,Medium
ncurses-libs,6.1-7.20180224.el8,0:6.1-9.20180224.el8,rpm,CVE-2019-17594,Medium
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2023-50495,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2021-39537,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19190,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19189,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19188,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19187,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19186,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2020-19185,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2018-19217,Low
ncurses-libs,6.1-7.20180224.el8,(won't fix),rpm,CVE-2018-19211,Low
nettle,3.4.1-2.el8,0:3.4.1-4.el8_3,rpm,CVE-2021-20305,High
nettle,3.4.1-2.el8,0:3.4.1-7.el8,rpm,CVE-2021-3580,Medium
nettle,3.4.1-2.el8,0:3.4.1-7.el8,rpm,CVE-2021-20232,Medium
nettle,3.4.1-2.el8,0:3.4.1-7.el8,rpm,CVE-2021-20231,Medium
openldap,2.4.46-16.el8,Not Fixed,rpm,CVE-2023-2953,Low
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-9.el8_7,rpm,CVE-2023-0286,High
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-6.el8_5,rpm,CVE-2022-0778,High
openssl-libs,1:1.1.1g-15.el8_3,(won't fix),rpm,CVE-2023-2650,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-9.el8_7,rpm,CVE-2023-0215,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-9.el8_7,rpm,CVE-2022-4450,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-9.el8_7,rpm,CVE-2022-4304,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-7.el8_6,rpm,CVE-2022-2097,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-7.el8_6,rpm,CVE-2022-2068,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-7.el8_6,rpm,CVE-2022-1292,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-5.el8_5,rpm,CVE-2021-3712,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-4.el8,rpm,CVE-2021-23841,Medium
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-4.el8,rpm,CVE-2021-23840,Medium
openssl-libs,1:1.1.1g-15.el8_3,Not Fixed,rpm,CVE-2024-2511,Low
openssl-libs,1:1.1.1g-15.el8_3,Not Fixed,rpm,CVE-2024-0727,Low
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-12.el8_9,rpm,CVE-2023-5678,Low
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-12.el8_9,rpm,CVE-2023-3817,Low
openssl-libs,1:1.1.1g-15.el8_3,1:1.1.1k-12.el8_9,rpm,CVE-2023-3446,Low
openssl-libs,1:1.1.1g-15.el8_3,(won't fix),rpm,CVE-2023-0466,Low
openssl-libs,1:1.1.1g-15.el8_3,(won't fix),rpm,CVE-2023-0465,Low
openssl-libs,1:1.1.1g-15.el8_3,(won't fix),rpm,CVE-2023-0464,Low
pam,1.3.1-14.el8,0:1.3.1-33.el8,rpm,CVE-2024-22365,Medium
pcre,8.42-4.el8,0:8.42-6.el8,rpm,CVE-2020-14155,Low
pcre,8.42-4.el8,0:8.42-6.el8,rpm,CVE-2019-20838,Low
pcre2,10.32-2.el8,0:10.32-3.el8_6,rpm,CVE-2022-1586,Medium
pcre2,10.32-2.el8,(won't fix),rpm,CVE-2022-41409,Low
platform-python,3.6.8-37.el8,0:3.6.8-62.el8_10,rpm,CVE-2023-6597,High
platform-python,3.6.8-37.el8,0:3.6.8-51.el8_8.2,rpm,CVE-2023-40217,High
platform-python,3.6.8-37.el8,0:3.6.8-51.el8_8.1,rpm,CVE-2023-24329,High
platform-python,3.6.8-37.el8,0:3.6.8-62.el8_10,rpm,CVE-2024-0450,Medium
platform-python,3.6.8-37.el8,0:3.6.8-56.el8_9.3,rpm,CVE-2023-27043,Medium
platform-python,3.6.8-37.el8,0:3.6.8-56.el8_9.2,rpm,CVE-2022-48564,Medium
platform-python,3.6.8-37.el8,0:3.6.8-56.el8_9.2,rpm,CVE-2022-48560,Medium
platform-python,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2022-45061,Medium
platform-python,3.6.8-37.el8,0:3.6.8-47.el8_6,rpm,CVE-2022-0391,Medium
platform-python,3.6.8-37.el8,0:3.6.8-45.el8,rpm,CVE-2021-4189,Medium
platform-python,3.6.8-37.el8,0:3.6.8-39.el8_4,rpm,CVE-2021-3733,Medium
platform-python,3.6.8-37.el8,0:3.6.8-41.el8,rpm,CVE-2021-3426,Medium
platform-python,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2021-28861,Medium
platform-python,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2020-10735,Medium
platform-python,3.6.8-37.el8,0:3.6.8-47.el8_6,rpm,CVE-2015-20107,Medium
platform-python,3.6.8-37.el8,0:3.6.8-56.el8_9,rpm,CVE-2007-4559,Medium
platform-python,3.6.8-37.el8,0:3.6.8-45.el8,rpm,CVE-2021-3737,Low
platform-python,3.6.8-37.el8,(won't fix),rpm,CVE-2019-9674,Low
platform-python-setuptools,39.2.0-6.el8,0:39.2.0-6.el8_7.1,rpm,CVE-2022-40897,Medium
procps-ng,3.3.15-6.el8,0:3.3.15-14.el8,rpm,CVE-2023-4016,Low
procps-ng,3.3.15-6.el8,(won't fix),rpm,CVE-2018-1121,Low
python3-dnf,4.4.2-11.el8,0:4.7.0-4.el8,rpm,CVE-2021-3445,Medium
python3-hawkey,0.55.0-7.el8,0:0.63.0-3.el8,rpm,CVE-2021-3445,Medium
python3-libdnf,0.55.0-7.el8,0:0.63.0-3.el8,rpm,CVE-2021-3445,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-62.el8_10,rpm,CVE-2023-6597,High
python3-libs,3.6.8-37.el8,0:3.6.8-51.el8_8.2,rpm,CVE-2023-40217,High
python3-libs,3.6.8-37.el8,0:3.6.8-51.el8_8.1,rpm,CVE-2023-24329,High
python3-libs,3.6.8-37.el8,0:3.6.8-62.el8_10,rpm,CVE-2024-0450,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-56.el8_9.3,rpm,CVE-2023-27043,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-56.el8_9.2,rpm,CVE-2022-48564,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-56.el8_9.2,rpm,CVE-2022-48560,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2022-45061,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-47.el8_6,rpm,CVE-2022-0391,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-45.el8,rpm,CVE-2021-4189,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-39.el8_4,rpm,CVE-2021-3733,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-41.el8,rpm,CVE-2021-3426,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2021-28861,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-48.el8_7.1,rpm,CVE-2020-10735,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-47.el8_6,rpm,CVE-2015-20107,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-56.el8_9,rpm,CVE-2007-4559,Medium
python3-libs,3.6.8-37.el8,0:3.6.8-45.el8,rpm,CVE-2021-3737,Low
python3-libs,3.6.8-37.el8,(won't fix),rpm,CVE-2019-9674,Low
python3-pip-wheel,9.0.3-19.el8,0:9.0.3-23.el8,rpm,CVE-2007-4559,Medium
python3-pip-wheel,9.0.3-19.el8,0:9.0.3-20.el8,rpm,CVE-2021-3572,Low
python3-pip-wheel,9.0.3-19.el8,(won't fix),rpm,CVE-2018-20225,Low
python3-rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35939,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35938,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35937,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-19.el8_5.2,rpm,CVE-2021-3521,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-14.el8_4,rpm,CVE-2021-3421,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-14.el8_4,rpm,CVE-2021-20271,Medium
python3-rpm,4.14.3-13.el8,0:4.14.3-19.el8,rpm,CVE-2021-20266,Low
python3-setuptools-wheel,39.2.0-6.el8,0:39.2.0-6.el8_7.1,rpm,CVE-2022-40897,Medium
rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35939,Medium
rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35938,Medium
rpm,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35937,Medium
rpm,4.14.3-13.el8,0:4.14.3-19.el8_5.2,rpm,CVE-2021-3521,Medium
rpm,4.14.3-13.el8,0:4.14.3-14.el8_4,rpm,CVE-2021-3421,Medium
rpm,4.14.3-13.el8,0:4.14.3-14.el8_4,rpm,CVE-2021-20271,Medium
rpm,4.14.3-13.el8,0:4.14.3-19.el8,rpm,CVE-2021-20266,Low
rpm-build-libs,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35939,Medium
rpm-build-libs,4.14.3-13.el8,0:4.14.3-28.el8_9,rpm,CVE-2021-35938,Medium
